Trade Date,Nyse Tape A,Nyse Arca Tape A,Nyse American Tape A,Nyse National Tape A,Nyse Texas Tape A,Consolidated Tape A,Nyse Tape B,Nyse Arca Tape B,Nyse American Tape B,Nyse National Tape B,Nyse Texas Tape B,Consolidated Tape B,Nyse Tape C,Nyse Arca Tape C,Nyse American Tape C,Nyse National Tape C,Nyse Texas Tape C,Consolidated Tape C
20250219,"1,034.1","203.7","6.3","16.3","15.2","4,684.8","42.8","303.8","17.2","8.4","10.7","1,979.1","93.0","814.7","7.4","16.9","20.2","8,447.6"
20250218,"1,088.4","207.0","7.6","17.4","12.4","4,819.7","43.3","321.0","21.3","9.3","10.5","2,128.5","91.4","909.8","9.1","17.9","17.9","9,029.0"
20250214,"988.3","192.6","5.3","14.7","8.6","4,445.2","45.9","337.6","18.0","8.8","9.8","2,060.0","86.0","828.5","6.6","16.8","14.3","8,250.3"
20250213,"1,068.8","215.6","5.2","14.7","10.6","4,850.1","47.0","346.3","18.3","9.6","13.0","2,166.8","88.0","868.1","6.5","18.5","22.5","8,671.1"
20250212,"1,050.8","208.7","4.7","16.7","15.7","4,756.1","48.8","372.5","19.1","9.9","20.8","2,303.2","85.4","894.0","6.0","16.2","17.7","8,296.6"
20250211,"951.0","202.2","4.1","13.9","9.9","4,435.1","37.7","274.8","18.5","7.5","11.6","1,869.2","83.0","1,112.6","6.2","16.9","22.6","9,621.6"
20250210,"1,038.9","191.1","4.3","13.3","11.2","4,534.5","46.1","311.2","19.4","9.3","11.1","2,042.9","88.5","1,114.9","6.1","14.3","12.2","9,835.6"
20250207,"1,015.2","216.4","4.9","16.5","12.7","4,870.8","59.7","424.4","20.0","11.9","13.9","2,519.2","83.8","822.5","6.0","15.6","23.1","8,037.6"
20250206,"1,057.8","225.3","4.5","15.9","15.9","4,949.6","43.0","311.0","18.1","8.4","10.3","2,059.2","75.8","628.0","5.2","13.5","18.5","6,963.9"
20250205,"1,078.8","202.3","4.6","15.3","15.9","4,861.9","44.0","398.6","24.2","9.4","14.5","2,394.8","77.6","630.3","4.8","15.6","18.9","6,932.8"
20250204,"1,017.0","187.5","4.1","14.9","16.6","4,548.6","50.5","425.5","20.3","11.3","16.1","2,510.0","78.9","564.3","5.1","15.9","18.8","6,727.2"
20250203,"1,105.7","201.6","4.3","15.2","14.4","4,896.3","77.5","587.8","23.0","17.7","13.9","3,331.7","87.3","895.6","6.0","18.2","29.2","8,517.0"
20250131,"1,289.9","187.0","5.1","16.5","16.4","4,953.7","66.2","482.7","31.8","13.9","12.1","2,796.5","81.9","770.8","6.4","17.7","24.2","8,338.9"
20250130,"1,090.7","193.4","5.6","16.2","12.7","4,702.9","60.4","402.0","16.7","13.7","15.9","2,412.2","79.5","634.4","6.0","15.7","20.6","6,863.3"
20250129,"916.1","180.5","5.2","13.5","11.6","4,217.5","55.6","379.1","21.2","11.7","10.6","2,329.3","76.6","589.1","5.5","15.5","15.2","6,825.0"
20250128,"972.0","186.8","7.3","15.4","11.7","4,566.5","51.0","355.6","17.3","10.7","15.4","2,192.2","83.3","628.4","7.7","16.5","24.4","7,363.6"
20250127,"1,147.1","247.8","7.0","18.8","11.1","5,300.3","66.7","547.2","23.2","21.2","8.7","3,157.5","110.8","847.1","8.8","23.6","22.1","9,085.7"
20250124,"945.2","194.8","4.7","13.5","22.3","4,301.7","43.8","308.0","22.9","10.8","14.8","2,027.3","80.6","755.8","6.5","15.8","26.4","7,960.7"
20250123,"895.7","211.6","3.9","16.1","13.7","4,544.9","49.7","312.1","43.4","11.1","14.3","2,135.8","80.5","619.0","5.6","18.4","26.7","7,077.3"
20250122,"964.8","187.7","4.1","15.5","14.7","4,427.4","45.9","334.4","20.8","11.5","16.0","2,209.4","79.9","650.8","6.4","17.9","27.7","7,452.7"
20250121,"1,072.1","202.8","5.2","15.4","14.5","4,814.0","49.3","407.0","25.7","10.2","13.9","2,581.1","87.1","741.8","7.4","20.0","23.6","8,276.7"
20250117,"1,170.4","177.6","5.5","14.4","37.8","4,457.5","45.3","359.1","21.9","9.9","21.0","2,177.4","78.1","700.1","7.6","17.6","61.7","8,278.5"
20250116,"913.1","199.2","4.7","15.0","13.1","4,375.1","46.8","465.2","28.1","8.8","13.6","2,967.5","70.7","743.7","7.0","16.7","21.4","7,273.2"
20250115,"1,027.9","224.4","6.1","14.6","14.3","4,662.6","50.0","413.9","22.9","11.1","18.9","2,496.4","80.5","733.2","8.2","17.8","23.3","7,494.8"
20250114,"943.4","182.0","5.2","14.9","9.5","4,229.4","49.5","378.6","23.5","10.2","14.2","2,328.1","72.4","720.9","6.7","16.9","18.2","7,384.5"
20250113,"1,022.9","192.4","5.2","14.1","13.4","4,537.7","47.4","425.2","28.4","10.2","14.8","2,668.8","79.1","893.4","6.9","16.9","16.1","8,082.7"
20250110,"1,066.5","217.8","7.4","18.1","9.9","4,872.4","62.2","494.2","26.3","13.8","13.7","2,932.9","84.4","824.5","8.9","19.3","17.3","8,787.1"
20250108,"1,003.1","215.9","6.0","15.4","10.5","4,561.6","54.8","429.8","26.2","10.4","19.9","2,576.9","77.9","1,001.0","8.5","17.5","16.2","9,136.9"
20250107,"1,014.7","237.1","4.7","13.5","14.4","4,630.8","60.2","432.3","24.8","13.9","11.4","2,617.3","88.2","1,566.6","11.1","19.1","30.0","13,969.4"
20250106,"1,060.0","285.5","6.6","14.9","19.7","5,115.2","53.0","483.4","33.0","12.9","14.9","2,946.4","80.6","950.0","9.5","19.1","17.6","10,335.4"
20250103,"817.0","161.9","5.5","13.5","14.3","3,790.7","46.2","354.9","25.7","10.4","14.1","2,221.2","80.0","886.3","7.4","15.2","25.1","8,533.3"
20250102,"846.9","161.9","3.3","13.9","7.9","3,723.2","60.5","437.4","22.4","13.1","14.6","2,650.5","76.4","949.5","6.6","18.2","12.9","9,039.7"
20241231,"886.6","122.3","2.9","10.8","16.5","3,194.0","48.6","401.1","35.4","10.6","12.0","2,622.2","71.5","967.9","6.7","15.2","14.2","9,063.0"
20241230,"791.1","157.8","3.0","12.5","10.8","3,533.6","45.6","424.0","32.3","10.7","21.7","2,743.1","64.9","894.2","7.4","16.2","23.8","8,771.0"
20241227,"757.6","164.7","2.6","11.3","17.5","3,237.2","46.6","394.1","27.5","10.0","15.5","2,358.9","68.9","799.8","5.7","15.1","14.7","7,994.4"
20241226,"668.9","148.2","2.1","9.4","7.7","2,991.6","32.8","284.9","25.0","7.3","7.1","1,961.0","55.2","722.0","4.3","12.9","12.1","6,702.6"
20241224,"400.7","84.3","1.8","4.9","4.7","1,792.9","25.2","194.1","12.0","5.9","6.4","1,212.6","41.5","596.0","3.7","8.2","12.8","4,847.9"
20241223,"906.0","166.1","4.0","13.6","16.2","3,727.1","47.8","369.5","18.7","11.2","14.2","2,288.6","76.9","638.1","6.3","16.7","21.8","7,058.8"
20241220,"3,855.7","234.0","5.8","22.1","27.6","8,911.4","65.3","522.2","83.5","15.3","25.7","3,167.4","89.0","791.1","7.1","21.8","26.9","11,681.3"
20241219,"1,225.1","224.3","6.1","17.1","22.6","5,049.8","74.6","568.8","29.0","18.4","20.9","3,436.9","89.4","734.8","8.1","21.2","17.4","8,343.7"
20241218,"1,329.2","246.5","6.6","18.8","13.8","5,402.6","74.9","592.6","32.4","17.8","18.0","3,390.0","99.9","1,002.8","8.5","23.0","31.5","10,393.9"
20241217,"1,165.6","205.0","5.0","16.1","17.6","4,703.3","44.3","358.2","21.2","13.6","21.8","2,272.8","84.8","949.8","6.9","18.7","26.9","9,925.0"
20241216,"1,102.1","190.0","5.0","16.1","9.1","4,536.2","41.4","342.4","23.6","11.1","13.2","2,256.7","78.8","781.1","6.6","18.7","21.6","9,078.6"
20241213,"882.9","153.6","4.3","12.9","11.8","3,735.8","38.8","337.5","21.4","10.6","9.6","2,931.0","70.1","502.5","4.7","15.6","32.8","6,266.8"
20241212,"889.4","164.0","5.5","14.7","12.2","3,785.6","38.6","351.8","21.8","11.5","15.8","3,182.6","74.0","616.0","6.2","17.9","19.5","7,252.7"
20241211,"1,096.7","184.3","5.8","15.8","17.3","4,431.3","41.2","359.8","22.7","13.0","15.8","3,350.1","79.3","617.9","5.3","20.2","23.6","6,908.2"
20241210,"973.0","187.4","5.7","15.5","15.5","4,227.4","45.4","355.3","23.1","16.0","22.6","2,238.8","77.3","628.3","5.8","18.7","19.2","7,075.5"
20241209,"1,059.7","229.9","6.1","17.9","11.6","4,714.7","58.2","435.7","22.0","23.9","17.1","2,621.5","92.1","813.0","6.3","21.5","21.0","8,092.6"
20241206,"915.2","179.6","4.4","13.8","14.6","4,024.8","30.7","288.9","17.4","10.2","14.8","2,237.1","69.0","666.4","4.9","18.2","24.1","6,961.1"
20241205,"986.2","193.5","5.4","15.5","17.5","4,368.7","35.6","377.2","21.5","16.0","10.3","2,743.8","70.3","727.7","5.0","19.6","27.1","7,431.5"
20241204,"949.2","181.8","4.8","17.5","19.3","4,183.8","40.2","345.5","24.4","13.6","15.1","2,405.8","70.9","891.3","5.8","17.5","25.3","8,156.0"
20241203,"948.1","205.8","5.2","14.4","16.1","4,270.5","44.5","378.7","23.5","17.8","13.3","2,483.6","59.4","500.4","4.8","15.3","25.7","6,221.6"
20241202,"982.9","217.5","5.4","16.7","17.8","4,542.1","47.0","441.1","31.6","19.6","18.5","2,825.5","71.3","533.8","4.9","17.6","23.1","6,545.4"
20241129,"654.3","110.9","3.6","9.2","2.1","2,491.3","29.2","281.7","20.4","8.8","7.9","1,840.3","45.1","393.1","3.2","10.6","10.0","4,147.4"
20241127,"838.4","145.3","5.6","12.9","12.3","3,450.3","41.5","359.0","22.8","12.7","15.3","2,428.0","62.1","502.5","4.6","15.3","12.4","5,794.0"
20241126,"914.4","167.4","5.3","14.5","10.8","3,930.1","48.9","375.4","22.0","31.1","8.9","2,797.5","66.0","587.2","4.7","16.6","17.6","6,671.5"
20241125,"1,860.1","230.0","6.0","18.2","12.6","5,848.6","50.4","476.9","32.2","21.6","24.0","3,207.9","95.1","693.8","6.5","19.4","22.4","8,207.5"
20241122,"973.2","188.0","4.3","16.3","16.0","4,289.6","46.6","413.8","18.9","11.3","11.9","2,723.1","70.8","564.2","4.6","17.1","16.3","6,826.7"
20241121,"953.1","202.6","4.9","16.6","19.1","4,356.4","51.8","527.8","23.2","28.9","11.8","3,585.3","79.6","740.2","5.9","19.1","14.4","7,713.7"
20241120,"891.4","177.9","4.4","14.7","14.5","3,915.8","40.6","374.7","18.0","17.0","11.1","2,327.1","75.3","712.3","4.7","16.5","13.0","7,442.3"
20241119,"914.4","192.4","5.0","16.1","10.5","4,092.1","37.5","412.4","21.3","9.1","13.7","2,651.3","76.6","758.1","5.5","18.2","20.7","7,554.9"
20241118,"906.3","184.9","4.9","14.5","13.6","4,160.0","38.5","410.9","23.3","10.9","17.6","2,408.9","81.1","824.3","6.4","19.2","20.5","8,724.0"
20241115,"1,150.0","208.1","4.8","14.9","27.1","4,661.1","52.1","415.8","56.1","16.3","21.4","2,753.2","77.4","686.5","5.4","19.3","39.9","8,158.1"
20241114,"946.5","197.1","4.9","17.2","14.2","4,319.0","43.9","382.3","25.8","11.3","25.9","2,449.3","73.5","1,064.4","6.5","19.6","29.2","8,974.4"
20241113,"968.8","191.3","5.0","14.3","14.0","4,367.8","50.4","388.0","30.9","11.8","17.3","2,535.6","81.4","1,018.2","7.9","22.1","18.5","10,046.4"
20241112,"979.2","201.3","4.7","15.6","16.7","4,409.8","50.3","469.8","30.4","12.6","25.9","2,995.6","74.0","777.3","6.6","23.9","14.6","8,113.3"
20241111,"968.2","204.5","4.6","16.5","14.9","4,474.5","43.2","444.8","30.6","11.4","14.5","3,016.7","76.5","720.6","6.2","22.4","21.1","8,322.2"
20241108,"1,068.7","218.1","5.5","17.5","14.9","4,776.6","46.1","545.9","28.9","11.4","16.2","3,489.2","86.3","718.5","5.7","23.0","24.5","7,470.8"
20241107,"1,136.2","240.3","6.6","19.0","16.5","5,052.3","51.1","463.3","23.3","13.1","18.3","2,645.2","84.4","1,063.3","7.2","22.0","22.6","9,493.3"
20241106,"1,432.7","326.0","6.6","22.1","12.6","6,447.3","70.6","766.9","35.0","19.6","13.5","4,263.6","109.0","739.8","6.5","26.5","21.0","8,356.2"
20241105,"892.6","169.1","5.0","14.2","16.1","3,846.3","35.5","290.9","14.0","8.3","16.4","1,755.9","73.3","844.5","6.6","16.2","13.6","7,273.6"
20241104,"889.5","165.4","4.7","14.3","12.1","3,699.4","37.1","320.3","18.4","9.7","13.8","1,963.7","71.7","542.4","4.8","15.8","12.1","5,947.7"
20241101,"880.1","166.6","4.3","13.1","10.8","3,895.6","45.6","375.9","21.1","11.1","11.0","2,366.2","74.5","507.1","4.8","15.3","39.1","6,094.4"
20241031,"1,197.9","191.5","6.1","13.3","12.7","4,507.9","52.2","445.3","19.0","12.2","12.9","2,471.4","88.8","612.6","6.2","16.6","11.7","6,609.7"
20241030,"944.6","170.2","4.5","13.0","12.1","3,953.3","38.7","317.1","15.6","8.1","9.8","1,839.5","70.2","673.5","5.7","14.3","15.9","6,754.0"
20241029,"902.3","185.4","5.0","13.0","15.1","4,025.4","41.7","314.8","15.6","8.6","20.0","1,884.5","78.1","632.4","6.2","15.0","16.3","7,118.6"
20241028,"871.5","160.3","4.1","13.8","15.4","3,827.2","36.5","286.3","14.9","7.7","9.1","1,724.2","72.9","502.9","4.7","13.9","10.6","5,834.3"
20241025,"825.1","162.4","4.5","11.1","8.4","3,553.6","39.4","326.6","17.2","8.3","18.0","1,903.7","75.5","641.6","5.4","15.1","16.6","6,239.0"
20241024,"862.8","166.8","4.5","12.1","11.6","3,617.1","33.2","291.1","16.5","7.3","12.9","1,755.7","62.0","596.9","5.4","14.1","15.1","5,920.4"
20241023,"823.4","162.4","3.7","11.3","15.7","3,595.1","43.2","333.4","16.5","8.1","15.5","2,023.2","73.7","701.7","5.5","12.8","12.7","6,503.2"
20241022,"804.9","143.3","3.9","10.5","19.3","3,443.5","35.7","295.0","13.8","7.7","16.7","1,716.7","69.7","726.9","5.8","10.9","14.2","6,623.1"
20241021,"815.1","152.2","4.3","11.4","21.6","3,468.5","37.5","298.3","18.0","8.9","15.0","1,802.1","75.1","602.8","6.1","13.2","13.3","6,246.2"
20241018,"877.5","147.4","4.5","11.5","24.0","3,442.9","44.7","342.3","26.8","9.2","22.7","2,030.7","61.6","433.4","4.9","11.4","26.3","5,203.7"
20241017,"816.4","159.2","5.1","11.4","6.2","3,544.8","39.3","326.6","16.9","7.8","18.1","1,891.9","66.5","551.6","6.3","14.2","19.2","5,938.7"
20241016,"818.3","155.1","5.2","11.5","7.9","3,561.2","38.6","292.9","17.6","7.5","15.5","1,810.9","61.9","491.3","5.5","13.1","17.9","5,458.6"
20241015,"935.6","183.2","5.9","12.4","7.1","3,986.4","52.1","418.1","13.8","12.4","8.4","2,346.9","87.2","679.3","7.7","15.7","9.8","6,694.6"
20241014,"722.8","126.3","4.1","10.1","3.8","3,078.3","34.3","292.7","11.4","10.1","8.3","1,599.3","62.5","441.7","4.9","13.0","12.3","5,027.1"
20241011,"799.0","142.2","5.3","10.4","9.8","3,273.7","40.1","300.5","15.3","9.5","14.4","1,845.7","64.7","530.0","5.6","12.3","12.6","5,271.0"
20241010,"795.3","136.1","4.5","10.0","7.7","3,273.1","40.5","325.0","14.5","9.5","11.2","1,863.7","68.8","626.2","6.7","11.8","12.8","6,005.2"
20241009,"829.6","186.9","5.7","11.7","5.5","3,722.1","42.2","341.4","13.6","9.9","14.5","2,064.8","71.1","472.4","5.4","11.3","13.7","5,355.2"
20241008,"832.5","156.9","5.1","10.0","15.8","3,476.3","51.4","496.7","23.5","13.0","14.5","2,556.1","66.7","591.8","7.0","11.1","13.1","5,718.7"
20241007,"890.2","179.4","4.3","10.7","11.9","3,701.8","45.0","444.4","23.5","10.9","23.5","2,462.1","72.3","478.0","5.1","10.6","12.3","5,344.0"
20241004,"819.6","173.7","5.9","10.2","12.6","3,543.6","45.6","408.6","17.7","9.5","14.0","2,286.8","76.4","495.9","5.5","12.1","13.2","5,253.1"
20241003,"894.9","178.5","4.8","11.4","11.2","3,664.0","47.9","397.5","21.5","9.1","18.0","2,253.5","66.4","571.9","5.9","11.9","15.0","5,361.0"
20241002,"899.3","201.9","5.7","13.1","13.2","3,923.1","47.7","449.3","18.1","12.8","29.1","2,500.4","67.9","578.2","6.3","13.5","26.8","5,665.2"
20241001,"972.7","192.0","5.9","13.2","16.6","4,124.6","68.4","571.2","26.5","14.6","12.9","3,191.1","84.3","555.7","6.1","18.2","21.0","6,027.6"
20240930,"1,337.6","203.3","6.4","15.5","21.1","4,527.1","44.7","394.2","27.8","14.2","24.2","2,215.3","75.6","563.3","6.5","14.4","17.6","6,006.3"
20240927,"951.0","179.5","6.5","13.7","16.0","4,052.4","44.5","365.1","17.5","11.0","16.9","2,112.1","74.7","481.5","7.2","12.3","20.1","5,512.1"
20240926,"1,070.9","211.1","7.3","16.2","18.2","4,500.4","50.7","437.8","22.6","11.1","30.4","2,402.3","82.0","491.8","6.7","14.8","26.8","5,801.8"
20240925,"968.7","157.2","5.9","11.8","16.1","3,764.9","37.0","338.1","22.4","7.6","20.7","2,012.1","64.5","394.9","5.4","13.1","19.6","5,037.5"
20240924,"1,002.3","174.4","7.1","13.6","20.4","3,991.0","46.2","371.3","20.3","10.1","28.0","2,148.5","71.8","487.2","6.3","13.3","17.5","5,570.5"
20240923,"978.3","145.2","4.5","11.5","16.0","3,661.5","37.1","281.4","21.9","6.5","13.4","1,786.8","69.2","511.4","4.7","13.8","19.4","5,414.2"
20240920,"4,037.3","193.6","6.7","17.9","26.4","8,260.4","44.3","361.9","166.5","8.4","24.7","2,271.4","80.0","724.9","8.2","15.7","34.3","10,410.4"
20240919,"1,047.0","180.7","5.5","13.4","13.0","4,113.4","45.1","470.5","24.7","9.1","21.3","2,683.2","75.2","468.7","5.7","13.9","23.1","5,716.0"
20240918,"945.0","163.0","5.4","12.7","14.2","3,762.1","62.5","413.7","24.8","12.2","6.2","2,295.1","89.6","494.8","5.7","15.1","23.6","5,766.4"
20240917,"818.0","149.3","5.3","13.0","13.3","3,515.1","35.7","295.7","17.0","7.6","10.3","1,795.4","63.9","435.4","5.3","12.4","18.1","5,091.7"
20240916,"798.0","141.8","4.9","11.4","14.4","3,521.2","30.4","254.4","17.0","7.3","9.8","1,600.2","65.1","377.3","5.1","12.5","16.4","4,819.2"
20240913,"821.7","144.0","5.9","11.8","15.8","3,606.2","35.0","271.6","18.4","6.8","15.5","1,689.7","71.0","392.4","5.3","12.7","20.6","4,914.2"
20240912,"862.1","156.5","5.7","12.0","16.6","3,746.0","37.1","300.4","20.0","8.1","13.7","1,858.4","74.3","427.4","5.2","12.2","23.0","5,103.6"
20240911,"933.1","161.0","6.5","13.2","12.6","3,936.9","46.1","365.0","14.9","9.6","13.6","2,147.8","103.0","585.4","7.3","14.5","18.1","6,269.2"
20240910,"902.1","169.9","7.1","12.6","14.6","3,924.7","34.8","324.6","14.2","7.6","8.4","1,924.2","75.3","462.4","5.6","12.8","19.3","5,141.2"
20240909,"945.0","162.5","6.8","13.7","18.1","3,916.7","33.7","288.9","12.0","7.6","11.7","1,757.4","80.1","444.3","6.2","17.4","21.5","5,259.3"
20240906,"931.7","168.7","6.4","12.4","12.8","3,970.8","55.3","421.9","15.9","11.1","17.0","2,425.9","87.6","494.4","7.4","16.1","22.5","5,700.0"
20240905,"829.5","152.0","6.3","12.7","13.7","3,635.0","40.6","333.0","13.3","8.8","10.9","2,096.4","74.9","427.7","5.1","13.9","16.2","5,147.7"
20240904,"859.8","151.9","5.5","11.5","17.9","3,591.9","38.0","334.7","14.2","8.5","8.8","1,915.0","76.3","444.1","5.3","13.6","16.2","5,124.7"
20240903,"990.7","168.8","8.3","13.9","14.0","3,966.6","46.2","420.0","16.6","11.7","9.2","2,269.9","90.3","563.6","9.1","17.8","19.3","5,976.5"
20240830,"1,650.6","142.9","6.2","12.1","12.1","4,288.5","33.6","313.8","19.1","8.4","6.7","1,666.1","78.9","552.2","5.4","12.8","12.5","5,669.3"
20240829,"731.4","134.5","5.6","11.0","13.8","3,147.6","37.7","298.2","13.9","10.8","6.5","1,664.4","82.2","643.8","7.4","13.4","17.2","5,876.1"
20240828,"754.8","133.9","5.5","11.4","12.6","3,121.9","31.0","281.8","15.8","6.9","10.2","1,656.8","75.6","621.3","7.4","13.4","16.5","5,548.7"
20240827,"721.4","120.3","5.2","8.8","12.8","2,879.5","26.4","226.0","12.0","5.5","11.7","1,367.6","64.1","403.0","5.4","9.9","16.6","4,484.3"
20240826,"748.7","121.7","5.1","10.6","12.8","2,991.5","27.7","250.4","15.1","5.9","12.0","1,471.5","68.5","486.2","5.8","11.9","17.5","5,223.0"
20240823,"815.7","151.0","6.5","12.1","17.8","3,391.8","41.9","331.1","17.8","8.7","6.5","1,859.2","80.8","494.5","6.4","14.4","21.0","5,546.6"
20240822,"736.5","125.4","6.3","10.8","11.7","3,041.2","32.9","310.1","13.8","7.4","11.3","1,745.6","68.6","440.3","6.7","13.6","19.5","5,228.3"
20240821,"749.8","142.8","6.1","11.0","12.8","3,198.6","34.1","326.5","15.1","6.8","14.1","1,943.2","63.9","449.2","5.8","12.3","20.7","4,931.8"
20240820,"744.9","127.6","6.2","10.1","15.7","3,079.5","31.4","285.7","14.5","6.4","16.2","1,677.7","65.4","553.8","7.0","13.4","17.8","5,449.1"
20240819,"784.5","134.8","5.9","10.8","17.6","3,314.4","29.1","239.3","15.0","6.0","14.5","1,508.3","68.6","543.1","6.8","12.6","22.7","5,774.8"
20240816,"872.4","139.7","7.1","11.4","20.7","3,421.1","34.7","277.4","24.8","6.7","22.6","1,595.9","70.5","471.7","7.3","12.5","42.1","5,251.2"
20240815,"888.7","169.8","7.7","14.1","11.8","3,803.2","41.8","313.7","15.2","7.3","13.0","1,764.4","88.7","495.5","8.2","16.4","18.4","5,622.1"
20240814,"803.2","147.5","7.4","11.2","13.5","3,495.3","36.1","290.2","16.0","6.4","9.1","1,689.0","75.5","501.0","6.9","12.2","19.9","5,179.8"
20240813,"899.4","158.6","6.8","11.8","13.5","3,741.7","34.2","275.8","15.2","6.8","9.5","1,608.1","80.6","560.6","7.7","14.2","20.4","5,617.0"
20240812,"820.6","140.6","5.8","11.2","12.1","3,458.9","40.3","313.8","18.8","7.5","11.1","1,780.5","69.5","455.6","6.4","13.8","16.3","5,006.3"
20240809,"850.2","157.3","5.7","13.0","14.7","3,612.5","37.3","304.9","17.6","6.2","10.3","1,754.7","73.6","571.0","7.2","13.8","26.9","5,906.5"
20240808,"979.3","184.8","6.1","14.1","25.9","4,115.9","46.4","416.9","17.9","8.9","10.3","2,240.2","101.2","537.2","7.0","17.2","21.2","5,837.0"
20240807,"1,078.3","233.4","8.3","16.2","23.3","4,682.9","56.9","446.5","17.3","10.1","9.5","2,388.5","110.3","545.4","7.9","19.9","24.4","6,118.9"
20240806,"1,112.6","254.2","10.3","19.5","15.6","4,875.7","68.0","501.8","17.8","12.8","13.6","2,800.3","103.6","612.1","9.1","20.4","28.9","6,095.6"
20240805,"1,318.2","288.1","11.8","19.0","31.9","5,449.2","112.6","842.3","36.3","22.3","13.6","4,239.8","132.2","659.3","11.8","25.9","33.8","6,983.4"
20240802,"1,221.6","247.0","13.3","19.6","20.3","5,287.2","92.2","609.3","22.1","15.3","14.5","3,237.5","126.5","543.1","15.2","21.6","32.5","6,463.8"
20240801,"1,120.6","231.3","8.7","17.2","20.9","4,835.1","71.9","526.4","19.4","12.3","8.2","2,755.5","123.4","641.4","12.1","20.1","32.6","6,884.0"
20240731,"1,269.4","196.1","8.2","16.3","21.7","4,647.4","61.1","429.4","26.3","10.4","9.6","2,316.2","109.1","603.8","9.8","17.1","29.3","6,481.5"
20240730,"903.6","170.0","6.6","12.6","19.8","3,888.7","40.2","319.3","15.3","6.4","8.9","1,779.5","97.2","546.2","9.1","13.4","24.6","5,753.2"
20240729,"852.2","150.1","6.2","11.3","16.9","3,477.2","37.8","302.0","14.8","6.6","8.1","1,693.1","87.8","458.2","8.7","11.6","21.2","4,981.3"
20240726,"890.2","158.5","6.5","12.2","23.1","3,725.5","45.1","333.6","18.0","7.4","9.7","1,906.7","75.7","521.7","6.2","11.7","31.5","5,403.2"
20240725,"1,104.6","207.8","6.6","18.2","22.0","4,691.9","60.1","436.5","18.6","10.7","15.3","2,456.2","100.7","566.3","7.8","19.5","24.4","6,262.3"
20240724,"976.9","187.5","6.1","16.7","17.8","4,060.0","50.8","370.3","16.8","9.1","16.5","2,165.6","98.5","760.3","8.9","19.2","32.9","6,940.2"
20240723,"837.9","141.2","5.1","13.7","18.5","3,563.5","38.5","311.2","22.8","6.9","13.6","1,902.0","69.1","510.8","5.2","13.8","20.3","5,212.9"
20240722,"861.7","140.6","5.3","12.3","17.7","3,471.7","41.6","429.9","29.9","6.8","10.7","2,425.5","82.5","448.5","5.7","14.2","32.4","5,249.0"
20240719,"1,193.8","144.9","6.3","12.6","28.0","3,841.5","46.4","320.6","23.0","7.4","21.0","1,750.1","81.6","440.9","6.1","14.2","37.2","5,163.5"
20240718,"948.7","180.3","7.3","14.5","20.1","4,124.2","55.2","369.7","16.3","9.4","17.1","2,144.9","104.3","533.2","7.8","16.7","31.3","6,123.0"
20240717,"996.1","187.8","7.2","16.5","15.3","4,391.2","56.8","379.1","16.9","11.2","16.8","2,185.5","109.6","517.5","7.1","18.7","27.4","6,188.5"
20240716,"957.8","168.9","6.5","15.4","18.6","4,138.4","42.6","312.5","18.8","9.5","13.6","1,929.1","93.8","508.7","6.9","18.4","22.9","5,972.5"
20240715,"875.0","157.1","5.6","15.6","17.6","3,771.8","46.9","339.1","19.0","9.2","13.0","1,960.3","96.1","464.8","6.7","19.4","24.9","5,629.6"
20240712,"904.8","159.0","6.9","13.4","14.5","3,779.3","46.5","304.3","15.8","9.4","14.0","1,788.4","103.8","544.6","7.5","18.6","19.7","5,970.2"
20240711,"977.2","187.4","6.7","14.7","15.9","4,117.4","54.3","384.3","18.0","12.1","12.7","2,137.9","126.6","586.3","8.4","22.1","25.3","6,590.3"
20240710,"808.0","147.9","6.0","10.8","16.8","3,413.3","36.0","233.0","14.2","7.4","11.1","1,458.3","82.2","468.0","6.4","16.5","21.4","5,395.6"
20240709,"798.1","134.9","5.7","11.0","11.5","3,359.0","34.0","240.8","13.6","7.1","7.6","1,497.0","90.7","410.8","5.8","14.8","17.3","4,974.2"
20240708,"848.5","129.9","5.6","9.8","13.3","3,346.5","34.7","272.7","17.2","6.8","10.9","1,535.1","89.2","512.3","5.9","14.6","17.7","5,442.4"
20240705,"910.3","131.8","5.1","10.9","12.9","3,365.8","34.7","300.5","16.3","7.1","14.2","1,607.5","78.0","445.6","6.6","15.7","18.4","4,976.9"
20240703,"545.6","103.8","4.6","7.3","10.6","2,207.5","30.0","233.8","12.7","6.0","6.0","1,224.2","61.5","348.7","4.3","10.8","17.3","3,782.3"
20240702,"860.7","138.7","6.8","12.6","18.8","3,450.0","34.5","339.3","20.9","6.1","13.6","2,053.2","84.7","378.0","6.7","14.9","18.1","4,685.3"
20240701,"873.8","154.8","7.3","12.1","17.3","3,598.0","40.5","330.6","18.5","8.1","7.8","1,887.6","102.3","453.2","7.4","16.2","28.4","5,311.1"
20240628,"3,374.6","189.1","9.8","16.6","18.9","7,712.1","49.5","367.4","167.7","9.0","10.8","2,107.8","101.0","474.0","8.1","17.7","23.3","9,350.2"
20240627,"948.6","154.7","7.2","12.9","21.0","3,706.2","33.5","274.7","14.6","7.0","10.6","1,602.2","76.6","494.9","7.0","14.1","32.5","5,541.3"
