Trade Date,Nyse Tape A,Nyse Arca Tape A,Nyse American Tape A,Nyse National Tape A,Nyse Texas Tape A,Consolidated Tape A,Nyse Tape B,Nyse Arca Tape B,Nyse American Tape B,Nyse National Tape B,Nyse Texas Tape B,Consolidated Tape B,Nyse Tape C,Nyse Arca Tape C,Nyse American Tape C,Nyse National Tape C,Nyse Texas Tape C,Consolidated Tape C
20240626,"901.9","148.9","6.3","13.1","17.5","3,691.6","33.2","314.3","23.9","6.5","11.9","1,859.4","83.9","451.0","5.9","13.9","36.9","5,483.9"
20240625,"995.6","147.5","5.7","12.1","15.8","3,714.0","34.7","257.2","19.0","6.2","17.1","1,487.9","80.3","428.7","5.7","15.0","26.1","5,073.1"
20240624,"991.6","152.9","6.4","12.2","20.2","3,884.9","40.5","295.8","17.6","9.3","16.9","1,697.5","92.5","514.1","7.0","14.1","29.6","5,719.7"
20240621,"3,603.3","170.6","9.2","16.7","32.3","7,249.1","41.3","325.1","127.6","8.4","34.2","1,829.9","93.4","560.3","7.0","16.0","49.6","9,272.3"
20240620,"1,028.5","175.9","6.9","13.5","20.7","3,923.2","45.1","344.1","19.2","9.0","13.9","1,858.1","98.5","621.6","7.1","16.4","23.3","6,454.8"
20240618,"939.6","155.9","6.5","11.7","17.1","3,626.9","32.9","261.7","16.5","6.9","12.5","1,588.2","78.7","617.6","6.7","13.6","24.9","6,009.2"
20240617,"833.0","162.9","6.9","14.5","19.4","3,562.8","33.7","270.8","17.4","7.4","9.3","1,570.0","87.4","603.7","8.7","15.5","18.2","6,287.0"
20240614,"835.7","164.2","7.1","12.7","15.0","3,530.9","38.1","296.9","21.4","7.6","18.7","1,667.9","86.3","480.0","7.9","15.3","25.7","5,135.6"
20240613,"840.4","175.5","5.4","12.5","14.7","3,656.5","38.4","290.7","17.6","6.6","20.3","1,629.5","92.2","447.2","5.5","14.1","21.0","5,091.5"
20240612,"922.7","217.5","6.6","14.4","21.9","4,063.6","59.5","428.2","22.5","10.6","11.8","2,231.3","107.6","512.6","6.3","16.0","25.2","5,708.1"
20240611,"863.4","176.1","6.0","13.0","15.0","3,694.1","40.2","357.4","23.4","8.4","11.2","2,058.1","79.6","503.0","5.8","13.3","20.9","5,202.0"
20240610,"893.9","177.8","6.0","13.7","16.6","3,740.1","38.0","286.5","21.4","6.7","14.7","1,544.0","84.6","528.4","5.9","13.0","24.8","5,399.4"
20240607,"837.7","214.6","5.9","14.0","14.4","3,835.0","49.3","415.1","27.8","8.7","21.4","2,223.6","79.3","476.2","5.6","13.0","17.7","4,936.2"
20240606,"829.0","192.5","6.0","13.1","18.5","3,737.3","41.5","294.1","19.6","7.3","12.6","1,871.7","87.3","543.8","5.8","13.9","26.7","5,159.9"
20240605,"855.2","178.9","5.9","14.5","18.0","3,737.7","44.9","307.1","21.2","7.8","9.8","1,787.8","90.0","642.1","5.8","16.3","24.2","5,600.9"
20240604,"915.3","183.3","6.6","13.9","17.2","3,825.6","50.8","344.4","20.9","8.5","16.8","1,929.7","85.2","539.7","6.0","13.9","21.6","5,110.0"
20240603,"934.7","228.1","8.7","16.3","20.6","4,152.4","53.3","396.3","22.0","10.4","10.0","1,991.5","89.4","546.1","7.3","16.0","27.7","5,574.7"
20240531,"2,005.6","212.0","9.0","19.8","17.5","5,645.8","53.3","436.0","36.5","8.9","11.4","2,137.7","97.8","592.1","7.9","17.2","27.5","6,910.8"
20240530,"912.6","186.7","8.5","16.8","15.2","3,963.4","41.6","300.6","16.7","7.2","6.7","1,628.7","87.2","861.3","7.5","16.2","25.9","6,904.2"
20240529,"876.4","172.2","7.9","14.6","24.5","3,668.2","46.5","396.1","21.8","8.9","16.3","2,102.5","90.4","796.4","7.5","17.4","28.4","6,949.4"
20240528,"923.3","178.0","7.2","14.5","15.7","3,843.3","43.4","370.3","21.9","8.0","8.4","1,901.0","88.1","756.3","6.7","18.3","20.8","6,567.8"
20240524,"747.2","139.9","7.1","10.5","10.7","3,085.5","41.0","275.4","16.4","5.7","10.5","1,518.2","73.5","701.6","6.9","13.2","18.2","6,048.3"
20240523,"903.1","197.0","7.2","13.5","16.2","3,939.0","60.0","406.3","18.7","10.4","12.9","2,100.5","92.6","982.3","6.4","17.5","29.6","7,990.6"
20240522,"873.9","213.9","7.0","13.9","17.7","3,953.9","47.5","336.9","17.8","7.8","17.6","1,759.9","84.1","1,020.6","5.7","15.9","27.5","7,818.2"
20240521,"834.8","191.4","6.5","12.4","29.0","3,773.1","36.4","256.4","16.4","6.3","11.0","1,412.6","83.7","863.7","5.4","15.1","34.1","6,517.7"
20240520,"813.3","164.2","5.8","11.4","17.1","3,492.8","43.7","340.3","29.6","7.6","17.3","1,907.4","90.7","1,100.6","5.2","17.5","21.8","7,411.9"
20240517,"925.1","181.5","6.4","13.6","18.7","3,667.3","54.2","443.1","41.3","8.6","29.9","2,305.9","115.4","1,459.5","7.0","21.0","45.1","9,943.2"
20240516,"945.6","202.2","7.0","15.9","18.9","3,907.3","49.9","354.3","19.2","6.9","14.3","1,803.6","97.9","1,811.1","12.9","20.6","38.4","12,497.6"
20240515,"984.1","257.7","7.4","16.9","15.8","4,450.8","58.1","344.8","18.8","7.8","15.6","1,836.0","102.7","1,465.7","9.0","19.2","32.1","9,063.9"
20240514,"1,042.6","353.7","7.5","17.6","30.3","4,913.9","50.5","276.3","17.8","6.5","13.3","1,519.5","109.2","863.4","6.2","17.9","33.7","7,526.6"
20240513,"945.6","259.5","6.8","15.7","15.3","4,426.9","43.2","238.4","13.3","5.8","12.3","1,313.0","87.8","393.3","4.9","13.0","20.3","4,588.4"
20240510,"888.3","174.0","6.2","12.7","14.0","3,691.0","45.3","255.3","14.0","6.1","14.8","1,441.8","87.1","374.2","4.4","13.8","18.5","4,485.6"
20240509,"890.9","187.0","6.6","13.6","15.7","3,834.7","51.0","265.7","13.9","6.2","11.1","1,503.5","90.8","422.0","5.1","13.7","17.9","4,691.7"
20240508,"954.9","194.8","7.0","13.9","19.8","3,941.4","40.2","235.5","12.4","5.9","12.9","1,365.5","90.6","426.7","5.0","14.1","18.4","4,677.1"
20240507,"1,032.4","194.3","6.8","15.1","14.8","4,094.8","48.1","284.1","16.6","7.1","19.7","1,563.1","96.9","481.4","5.5","16.1","35.1","5,171.9"
20240506,"915.5","200.4","6.3","13.7","18.3","3,820.4","47.4","298.3","17.7","7.2","11.6","1,646.5","89.8","405.1","5.8","13.1","16.0","4,567.8"
20240503,"957.9","196.6","7.0","14.2","15.5","4,038.3","66.3","381.7","15.0","9.4","11.7","1,888.3","101.1","458.8","5.5","16.6","20.8","4,983.6"
20240502,"1,077.9","236.0","7.6","15.9","19.4","4,488.5","65.1","383.9","14.2","9.2","15.6","1,897.9","100.9","472.0","5.6","14.5","23.8","5,078.8"
20240501,"1,078.9","244.1","10.8","19.4","22.2","4,659.1","92.8","485.5","19.2","13.6","9.5","2,418.2","112.9","499.0","8.4","20.8","19.3","5,396.7"
20240430,"1,175.0","191.1","9.0","15.6","22.0","4,199.7","62.0","394.4","20.3","10.0","17.9","1,925.0","93.3","504.2","7.4","15.6","21.3","5,421.6"
20240429,"869.9","165.1","7.2","12.4","15.4","3,550.4","45.4","286.9","15.4","7.1","11.0","1,527.6","88.0","487.1","7.7","14.0","22.5","5,085.5"
20240426,"885.5","179.4","7.5","13.5","20.9","3,685.1","50.7","310.5","14.9","7.3","8.6","1,539.1","87.6","470.3","6.7","14.0","24.2","4,805.2"
20240425,"985.6","204.2","9.0","14.4","22.8","4,072.1","66.0","387.8","16.2","9.0","9.7","1,889.5","100.8","499.5","7.0","15.6","17.4","4,969.8"
20240424,"931.7","182.3","8.5","13.7","22.0","3,764.3","55.6","344.1","17.1","7.8","13.5","1,762.0","99.1","470.2","7.4","15.1","19.0","4,934.7"
20240423,"906.7","177.0","7.7","14.6","18.9","3,822.8","56.8","349.4","17.8","8.9","14.6","1,817.9","104.9","515.6","7.2","16.6","18.8","5,107.0"
20240422,"939.5","183.0","7.5","14.3","19.4","3,900.2","58.0","368.6","17.0","8.4","13.5","1,873.3","98.6","455.8","6.1","15.1","21.1","4,790.4"
20240419,"1,070.7","171.5","8.3","15.9","22.5","3,967.3","64.4","441.3","21.6","10.7","21.7","2,271.5","111.0","502.1","8.0","18.4","34.4","5,389.2"
20240418,"894.1","166.6","7.6","13.6","15.4","3,684.1","55.9","381.4","18.2","9.5","14.0","1,965.3","91.7","522.1","7.2","14.3","14.5","5,083.7"
20240417,"878.3","175.5","8.0","15.3","16.8","3,671.7","69.2","421.8","20.3","12.7","9.6","2,185.3","94.7","532.2","6.7","16.2","22.4","5,123.0"
20240416,"933.6","201.2","9.8","17.0","15.7","4,080.2","78.7","474.9","20.6","13.9","16.5","2,421.0","97.9","527.9","6.8","15.3","28.7","5,111.1"
20240415,"967.6","184.8","9.5","17.4","14.0","4,031.1","80.3","515.1","24.8","13.9","13.2","2,645.8","99.4","464.1","8.4","17.7","16.5","5,025.0"
20240412,"934.8","196.0","9.6","17.3","15.6","4,049.5","93.0","628.5","34.5","19.9","20.5","3,144.1","87.9","410.2","6.9","14.9","15.2","4,651.3"
20240411,"862.5","169.6","7.1","14.2","13.4","3,581.9","64.5","402.3","18.4","12.1","21.0","2,156.9","81.7","434.0","5.9","15.1","17.0","4,832.1"
20240410,"930.5","188.9","6.0","17.6","13.3","3,904.4","90.6","554.6","24.0","20.2","15.7","2,741.5","97.2","528.9","5.8","17.3","16.7","5,401.3"
20240409,"807.9","157.6","5.2","14.4","10.6","3,473.3","62.6","364.3","19.0","11.2","12.1","2,008.7","86.7","546.0","4.9","13.1","12.6","5,035.7"
20240408,"799.4","188.4","5.1","12.6","14.1","3,345.1","52.4","330.6","21.3","8.8","7.4","1,822.5","77.6","445.5","4.3","12.9","12.9","4,519.3"
20240405,"828.9","155.3","5.0","14.0","12.0","3,435.6","69.4","434.1","20.7","10.8","15.4","2,260.1","87.0","423.0","4.6","14.6","11.4","4,681.9"
20240404,"954.6","199.6","6.9","16.7","15.1","4,154.5","78.1","476.4","23.5","12.6","13.1","2,432.3","98.5","499.4","6.9","16.8","15.1","5,486.5"
20240403,"939.0","170.5","6.2","14.3","10.7","3,774.3","61.5","378.1","24.5","11.8","13.3","2,101.1","86.7","580.2","5.9","15.2","17.2","5,355.2"
20240402,"1,026.9","170.5","6.2","15.2","17.4","3,973.2","65.3","446.5","27.5","12.0","13.8","2,481.8","83.5","422.7","5.1","16.1","17.7","4,855.7"
20240401,"815.2","155.4","5.5","12.8","16.0","3,414.3","61.7","365.6","20.5","11.3","15.3","2,050.6","84.9","482.1","4.8","13.2","12.9","4,924.0"
20240328,"1,186.6","178.8","5.5","15.2","15.2","4,080.4","52.3","344.6","25.0","10.5","18.4","1,944.1","91.9","468.0","5.7","15.0","13.4","5,320.0"
20240327,"953.9","185.5","5.6","16.6","20.3","3,925.0","56.4","371.3","19.8","10.8","12.9","2,010.0","89.5","426.0","5.0","15.2","16.8","4,884.4"
20240326,"880.7","169.3","6.1","14.0","10.1","3,592.7","47.0","291.6","15.7","9.4","12.6","1,719.8","86.7","532.3","6.3","13.9","21.0","5,257.4"
20240325,"812.6","163.4","6.2","12.9","12.0","3,399.5","48.2","296.5","19.9","9.4","11.4","1,688.4","86.9","474.4","5.1","13.5","19.8","4,741.0"
20240322,"842.0","154.6","6.2","14.3","13.0","3,463.6","47.5","306.0","18.4","10.4","14.6","1,686.0","81.1","386.9","5.6","13.7","19.4","4,447.0"
20240321,"1,019.7","201.4","7.7","16.8","19.6","4,331.0","60.9","359.1","19.4","14.1","19.8","1,998.9","93.0","488.4","7.1","16.0","21.3","5,316.8"
20240320,"959.1","209.7","7.9","17.3","21.1","4,167.3","72.0","442.1","19.4","13.3","16.4","2,240.7","106.0","597.7","6.9","15.5","21.2","5,503.0"
20240319,"1,091.2","193.7","6.3","15.7","17.1","4,123.0","55.7","355.2","19.2","9.5","15.8","1,917.5","88.3","469.9","5.2","15.2","17.5","4,903.7"
20240318,"1,107.2","200.7","7.1","15.6","15.7","4,170.0","52.1","391.5","25.1","9.2","15.7","2,060.5","95.7","490.0","6.7","14.8","21.3","5,198.0"
20240315,"3,809.6","235.0","7.4","20.5","27.0","8,155.9","68.1","440.7","135.6","13.0","24.0","2,437.1","104.8","649.7","7.6","18.8","44.4","8,555.8"
20240314,"1,179.1","249.9","7.4","21.8","17.5","4,800.6","76.4","515.7","21.6","13.3","13.6","2,951.0","106.4","501.9","6.0","18.1","14.2","5,573.2"
20240313,"1,117.9","238.1","8.1","19.9","18.7","4,439.0","56.1","368.1","21.3","10.8","16.1","1,959.8","95.3","461.9","6.3","16.2","19.4","4,987.1"
20240312,"935.8","215.4","6.9","18.6","16.8","4,160.8","65.6","428.1","18.4","13.6","10.0","2,210.8","97.9","509.9","7.0","17.8","15.3","5,233.5"
20240311,"882.6","191.1","7.1","19.1","13.6","3,965.3","58.3","410.7","17.9","12.0","10.5","2,111.0","99.6","467.2","6.0","17.5","17.3","5,019.4"
20240308,"944.2","215.9","6.1","19.2","18.1","4,309.9","76.5","501.6","19.4","18.1","13.7","2,624.8","116.4","489.0","6.6","19.1","14.0","5,534.4"
20240307,"945.2","207.3","6.4","18.7","17.3","4,253.5","53.3","367.0","16.3","14.3","14.5","1,968.3","97.1","449.4","6.0","16.7","16.0","5,241.8"
20240306,"1,035.5","236.7","8.2","22.0","16.3","4,683.0","65.5","468.8","21.9","15.0","13.8","2,424.9","113.0","522.3","6.9","19.3","14.6","5,679.5"
20240305,"1,013.8","216.9","8.2","21.2","16.1","4,528.6","80.7","464.1","16.7","19.8","16.5","2,421.3","117.9","694.9","7.2","20.4","17.6","6,525.2"
20240304,"1,056.1","231.2","11.0","23.8","12.4","4,850.7","57.6","396.3","18.2","12.9","12.1","2,194.7","104.7","553.0","9.5","19.3","19.7","5,913.5"
20240301,"1,039.7","239.3","9.9","19.7","24.5","4,860.5","63.2","397.2","19.1","13.1","11.1","2,227.1","96.4","485.6","8.6","18.3","20.6","5,568.3"
20240229,"1,748.2","233.1","9.9","19.2","15.1","5,473.6","61.1","406.2","21.1","10.3","9.3","2,170.0","103.0","502.1","8.8","18.9","18.8","6,455.5"
20240228,"895.1","193.2","7.8","17.0","17.7","3,883.9","51.4","332.0","15.6","8.6","14.7","1,799.5","100.6","518.8","8.0","15.7","18.3","5,726.1"
20240227,"910.4","193.0","9.1","17.3","16.1","3,993.9","47.3","336.0","16.8","8.1","13.0","1,823.3","97.6","478.4","8.8","15.7","19.9","5,567.5"
20240226,"889.9","172.5","7.4","16.1","13.5","3,781.6","45.9","309.8","15.1","7.6","10.3","1,734.9","94.5","513.0","7.1","15.3","20.1","5,550.7"
20240223,"851.9","168.1","7.5","16.8","18.5","3,758.7","47.5","324.3","14.3","11.7","9.9","1,824.2","79.4","452.5","6.4","17.3","19.2","5,220.0"
20240222,"964.9","197.6","7.2","18.8","17.1","4,197.3","55.9","401.8","16.9","16.6","13.7","2,160.4","91.4","498.6","6.7","20.3","20.9","5,809.5"
20240221,"902.8","183.2","7.4","17.4","16.3","3,906.1","49.8","348.3","15.4","8.8","18.8","1,824.2","84.9","508.9","6.3","15.6","17.7","5,106.5"
20240220,"983.8","194.0","7.4","17.0","19.6","4,130.1","54.5","367.9","18.5","10.0","9.6","1,976.2","88.6","586.3","7.3","16.4","17.2","5,749.7"
20240216,"980.0","175.7","7.9","16.5","17.2","3,896.1","56.6","394.1","21.8","10.6","18.3","2,130.5","90.0","465.8","7.8","16.9","27.7","5,327.2"
20240215,"978.7","203.2","8.8","18.1","19.6","4,228.0","57.1","389.7","19.9","10.5","19.1","2,087.3","105.8","577.2","8.0","17.3","22.6","6,184.4"
20240214,"924.8","182.3","6.1","16.0","20.4","3,930.3","61.6","415.4","19.5","10.2","13.5","2,202.5","88.0","506.3","6.2","16.1","15.1","5,293.6"
20240213,"993.4","250.1","7.1","19.3","17.7","4,374.6","81.1","544.1","21.1","15.8","13.0","3,007.4","102.5","554.0","6.7","20.8","19.7","5,772.8"
20240212,"897.2","173.7","5.8","17.0","14.0","3,872.9","48.9","322.3","16.2","9.5","9.5","1,833.3","94.9","516.7","6.5","18.6","15.0","5,593.8"
20240209,"897.5","186.7","7.2","16.4","16.4","3,972.9","48.7","295.8","17.7","9.5","7.3","1,767.9","93.3","659.2","7.1","16.4","15.2","5,903.7"
20240208,"949.2","212.1","8.7","19.8","14.4","4,434.7","45.2","311.0","14.4","9.0","10.1","1,827.2","86.9","621.5","6.5","16.2","18.1","5,811.1"
20240207,"991.2","259.7","8.9","18.6","20.4","4,801.9","47.3","330.3","15.9","9.8","14.9","1,911.3","82.0","448.7","6.8","14.6","15.5","4,738.9"
20240206,"934.8","238.6","8.6","19.9","18.1","4,572.0","49.9","376.1","17.3","9.0","15.9","1,963.4","81.7","457.6","6.3","15.2","15.8","4,845.1"
20240205,"953.7","198.7","7.7","17.0","13.5","4,151.2","55.1","387.2","16.1","10.3","13.1","2,099.7","80.9","446.2","6.7","15.1","16.6","4,943.9"
20240202,"922.5","184.9","8.7","18.7","12.0","4,063.4","74.0","464.8","15.5","12.1","12.2","2,396.8","94.7","381.2","7.4","16.2","19.6","4,898.5"
20240201,"997.2","201.9","9.7","19.7","16.7","4,500.1","69.4","463.6","18.7","12.2","15.4","2,539.5","98.3","418.5","8.3","17.8","18.6","5,202.3"
20240131,"1,291.6","212.3","8.7","20.1","26.5","4,767.5","90.4","528.9","26.6","14.7","10.8","2,731.2","115.1","540.3","7.9","16.6","17.3","5,984.8"
20240130,"852.1","175.2","6.9","15.7","12.5","3,916.6","43.8","304.1","14.7","8.3","16.2","1,752.8","80.7","473.5","6.2","12.8","17.5","4,912.6"
20240129,"863.0","149.3","5.7","16.1","13.4","3,581.8","45.5","324.8","15.9","7.3","9.2","1,777.4","95.4","444.2","5.8","15.9","24.8","5,108.3"
20240126,"758.8","145.6","6.9","15.6","15.1","3,409.1","41.8","307.8","12.3","8.2","15.1","1,751.3","80.8","435.7","5.4","14.7","23.3","4,613.7"
20240125,"939.4","191.1","7.5","18.7","14.1","4,104.6","51.9","380.0","14.9","9.4","15.4","2,228.3","98.6","541.3","5.9","16.6","17.1","5,435.3"
20240124,"920.2","243.2","8.1","18.2","21.2","4,423.1","61.5","419.1","16.8","11.8","17.9","2,292.4","96.8","460.7","6.3","15.4","19.2","5,139.4"
20240123,"860.2","178.6","7.4","18.1","17.5","3,974.8","47.4","330.1","13.4","8.2","18.2","1,818.2","97.9","542.6","6.0","14.7","20.5","5,361.5"
20240122,"1,027.4","185.8","8.2","19.9","14.8","4,377.1","51.9","365.2","17.3","8.6","16.8","2,064.0","99.6","525.3","6.3","14.8","23.3","5,590.2"
20240119,"1,058.8","197.1","10.5","19.1","33.2","4,353.2","58.4","422.0","22.7","10.7","28.9","2,368.3","103.5","573.8","8.6","18.5","38.9","5,721.1"
20240118,"917.0","182.5","8.2","17.9","18.5","4,094.0","59.0","391.6","16.4","9.8","15.8","2,188.9","99.4","572.2","6.8","16.5","20.2","5,704.2"
20240117,"896.1","181.4","7.7","18.5","19.6","3,987.8","60.9","508.8","31.6","11.0","23.7","2,746.2","92.8","548.8","7.3","15.6","22.0","5,301.1"
20240116,"987.2","193.0","9.8","19.1","15.1","4,323.7","60.4","443.9","18.4","11.0","13.7","2,357.1","95.7","705.0","8.6","16.8","18.1","6,652.9"
20240112,"801.5","158.8","8.1","16.7","12.1","3,539.6","52.6","376.8","24.6","9.4","12.8","2,101.5","85.4","503.1","7.2","13.7","15.5","5,068.2"
20240111,"891.7","169.5","8.6","18.5","11.7","3,848.0","67.2","451.4","17.7","13.2","13.2","2,450.4","102.6","429.5","7.4","19.8","15.8","5,231.8"
20240110,"841.1","158.7","7.4","17.0","18.6","3,566.1","48.9","321.7","16.6","9.7","14.2","1,843.2","86.8","341.0","6.2","14.9","15.0","4,519.6"
20240109,"841.0","166.0","7.9","17.0","14.5","3,595.1","46.0","329.7","16.2","9.8","16.6","1,886.3","88.0","582.8","7.2","14.6","14.0","5,236.1"
20240108,"920.1","166.9","6.9","16.3","16.6","3,790.2","49.4","333.2","16.5","9.1","9.6","1,924.2","119.3","825.5","6.8","15.5","15.5","6,494.0"
20240105,"971.6","170.8","6.3","18.1","9.0","3,897.2","55.8","372.7","17.3","8.8","14.6","2,051.4","105.5","564.5","5.4","14.6","15.7","5,381.9"
20240104,"1,036.8","165.6","6.7","17.9","12.2","3,916.8","49.4","340.9","14.6","8.9","22.0","1,932.3","96.7","579.4","5.4","15.5","14.7","5,440.0"
20240103,"979.0","189.5","7.6","19.0","13.2","4,046.5","66.0","452.3","19.6","11.2","16.1","2,387.4","110.0","556.9","6.7","17.1","14.0","5,598.1"
20240102,"921.3","176.2","8.4","16.4","13.8","3,807.4","54.4","405.0","18.2","10.8","9.5","2,283.5","114.5","669.1","7.7","15.5","15.6","5,906.7"
20231229,"871.8","139.7","6.5","14.7","7.9","3,194.1","46.2","346.4","21.2","8.6","16.9","1,972.5","99.2","694.2","6.3","14.8","15.0","5,640.2"
20231228,"662.4","127.2","4.5","13.5","12.4","2,743.5","39.6","294.4","18.2","8.6","30.0","1,639.4","80.9","617.0","4.4","11.4","9.4","5,261.3"
20231227,"665.9","127.8","4.3","12.1","11.9","2,795.9","42.6","310.9","16.4","7.1","11.8","1,721.3","100.6","1,133.2","5.0","13.6","15.1","7,687.0"
20231226,"591.4","113.2","4.4","11.7","14.8","2,581.7","32.8","227.5","14.7","5.2","11.7","1,342.9","106.7","980.8","4.6","12.9","11.8","6,442.5"
20231222,"718.2","146.3","5.4","14.5","8.6","3,107.3","43.7","303.5","15.2","6.7","13.3","1,752.9","85.0","482.2","5.3","13.9","26.8","4,944.0"
20231221,"841.5","160.3","5.8","16.0","12.1","3,516.8","50.2","350.5","23.1","10.3","17.0","1,980.3","93.8","562.3","5.2","20.0","19.0","5,634.6"
20231220,"1,026.1","197.2","7.7","19.3","19.4","4,207.4","59.0","433.8","22.3","11.6","19.9","2,433.7","108.6","600.8","7.1","20.9","36.3","6,495.0"
20231219,"1,007.3","177.1","6.8","19.6","34.3","4,130.3","43.3","307.6","22.4","7.4","28.1","1,827.7","90.4","525.3","5.4","19.2","17.3","5,939.2"
20231218,"1,030.1","199.5","6.6","19.1","20.6","4,177.0","42.8","292.4","19.9","7.2","18.9","1,810.9","96.4","494.0","5.7","17.3","23.1","6,107.4"
20231215,"3,999.9","283.4","9.0","29.3","29.5","8,975.4","63.2","427.7","86.9","11.5","25.8","2,388.5","173.2","575.0","6.6","22.0","56.0","8,996.9"
20231214,"1,508.0","323.7","11.6","30.9","25.5","6,419.0","71.0","498.4","23.4","12.9","23.3","2,747.2","159.4","770.4","10.0","26.2","30.3","8,201.7"
20231213,"1,315.0","251.5","9.1","25.4","22.2","5,230.1","72.8","456.5","23.2","12.9","22.8","2,433.4","154.5","763.3","8.4","23.1","26.9","7,129.6"
20231212,"876.6","175.1","7.0","20.0","13.4","3,893.0","40.2","287.0","14.6","8.1","17.0","1,723.4","86.1","490.7","5.6","18.3","23.0","5,094.0"
20231211,"924.4","176.4","6.7","17.6","14.5","3,925.7","41.8","308.3","17.5","9.1","12.8","1,838.1","95.3","599.1","5.7","17.3","17.6","5,739.9"
20231208,"883.1","169.3","7.2","17.4","22.2","3,786.9","47.3","325.2","15.3","8.3","11.6","1,793.7","97.1","549.6","5.6","16.8","21.8","5,600.8"
20231207,"886.7","178.6","7.1","18.1","14.0","3,905.2","40.2","292.9","14.1","7.8","10.9","1,719.7","93.0","597.4","6.4","18.5","17.6","5,872.8"
20231206,"943.9","208.5","8.4","22.2","15.5","4,343.9","45.8","334.9","14.0","8.8","16.3","1,875.2","93.0","525.5","6.1","17.0","16.3","5,392.4"
20231205,"914.2","178.1","7.6","21.9","16.3","3,989.5","46.6","340.4","14.7","10.1","10.5","1,864.8","99.1","678.5","7.8","29.2","15.4","6,363.7"
20231204,"1,020.3","206.5","10.1","24.1","14.2","4,468.4","53.9","378.2","21.6","10.3","7.8","2,102.6","100.6","702.0","8.6","20.8","15.1","6,499.4"
20231201,"1,027.6","210.4","9.2","24.6","17.9","4,471.3","61.2","435.8","17.8","12.2","17.4","2,335.6","108.4","524.3","7.5","21.7","15.8","5,760.2"
20231130,"1,972.3","210.9","9.0","26.7","20.9","5,685.8","51.2","394.8","20.2","10.9","16.3","2,117.7","116.2","469.0","6.6","19.0","16.0","5,945.7"
20231129,"987.3","209.2","9.9","22.6","17.9","4,498.1","45.7","370.5","18.3","8.8","13.5","2,077.5","89.3","427.6","6.8","16.2","17.0","5,031.3"
20231128,"829.0","161.1","10.4","18.3","14.4","3,680.8","45.9","338.7","15.6","9.6","13.3","1,914.9","81.3","380.5","7.7","18.3","18.9","4,598.9"
20231127,"849.4","141.4","8.5","16.7","15.3","3,475.7","38.9","276.1","14.7","7.4","15.7","1,608.5","70.8","358.5","6.4","12.8","11.1","4,313.4"
